method,n_qubits,run,budget,shots_used,iterations,energy,ground_energy,relative_gap
iCANS,3,5,5000,4680,13,-0.6201005619644252,-0.920476372171203,0.32632647538606213
iCANS,3,5,10000,9720,27,-0.7303479139406246,-0.920476372171203,0.20655441462566485
iCANS,3,5,20000,19800,55,-0.8612505876992367,-0.920476372171203,0.06434253638935418
iCANS,3,5,50000,49860,137,-0.908930818567909,-0.920476372171203,0.012543020062601464
iCANS,3,5,100000,100000,199,-0.9114068473787516,-0.920476372171203,0.009853077239840994
iCANS,3,6,5000,4680,13,-0.1986767038614165,-0.920476372171203,0.7841588226835399
iCANS,3,6,10000,9720,27,-0.5046547967303447,-0.920476372171203,0.45174606107490395
iCANS,3,6,20000,19800,55,-0.7817918202748249,-0.920476372171203,0.15066606388738862
iCANS,3,6,50000,49680,138,-0.9037745060529787,-0.920476372171203,0.018144806996868663
iCANS,3,6,100000,99936,263,-0.9132923383474608,-0.920476372171203,0.007804691180498909
iCANS,3,7,5000,4680,13,-0.38808841512074954,-0.920476372171203,0.5783830776608273
iCANS,3,7,10000,9720,27,-0.660719422922088,-0.920476372171203,0.2821983889020476
iCANS,3,7,20000,19800,55,-0.8348397112614769,-0.920476372171203,0.09303515386030811
iCANS,3,7,50000,49680,138,-0.9052204091756295,-0.920476372171203,0.016573986532199665
iCANS,3,7,100000,99772,246,-0.9146169685114844,-0.920476372171203,0.006365620929408044
iCANS,3,8,5000,4680,13,-0.04324652059503395,-0.920476372171203,0.9530172398743654
iCANS,3,8,10000,9720,27,-0.3036647286381866,-0.920476372171203,0.6701004633916808
iCANS,3,8,20000,19800,55,-0.7430754062689315,-0.920476372171203,0.1927273434339453
iCANS,3,8,50000,49680,138,-0.9072773565252019,-0.920476372171203,0.014339331290891827
iCANS,3,8,100000,99754,245,-0.9182502214720434,-0.920476372171203,0.0024184767436329223
iCANS,3,9,5000,4680,13,-0.37049964720557166,-0.920476372171203,0.597491409440914
iCANS,3,9,10000,9720,27,-0.6928953286976828,-0.920476372171203,0.24724267819792725
iCANS,3,9,20000,19800,55,-0.8665722648485581,-0.920476372171203,0.0585610983098859
iCANS,3,9,50000,49680,138,-0.9131859097946271,-0.920476372171203,0.00792031452081635
iCANS,3,9,100000,99720,277,-0.9173469425167099,-0.920476372171203,0.0033997935733119373
iCANS,4,0,5000,4800,10,-0.4388093358494918,-0.9173632924615879,0.5216624215778006
iCANS,4,0,10000,9600,20,-0.6160656374107095,-0.9173632924615879,0.32843875215717155
iCANS,4,0,20000,19680,41,-0.790948768006029,-0.9173632924615879,0.13780203055252743
iCANS,4,0,50000,49920,104,-0.8872407989025153,-0.9173632924615879,0.03283594820787305
iCANS,4,0,100000,99840,208,-0.9095341875054463,-0.9173632924615879,0.008534356040270004
iCANS,4,1,5000,4800,10,0.016559919655084125,-0.9173632924615879,1.0180516484485098
iCANS,4,1,10000,9600,20,-0.08365428299343751,-0.9173632924615879,0.9088100824603899
iCANS,4,1,20000,19680,41,-0.3880942530930923,-0.9173632924615879,0.5769459533837379
iCANS,4,1,50000,49920,104,-0.7742392050612785,-0.9173632924615879,0.15601680225972447
iCANS,4,1,100000,99840,208,-0.8991031666740443,-0.9173632924615879,0.019905010302456744
iCANS,4,2,5000,4800,10,-0.5281750789636845,-0.9173632924615879,0.42424655171625975
iCANS,4,2,10000,9600,20,-0.6823399910075545,-0.9173632924615879,0.25619435984122324
iCANS,4,2,20000,19680,41,-0.7943703547865111,-0.9173632924615879,0.13407222491434798
iCANS,4,2,50000,49920,104,-0.8615310037338252,-0.9173632924615879,0.06086169916167702
iCANS,4,2,100000,99840,208,-0.9052134280739886,-0.9173632924615879,0.013244332411641578
iCANS,4,3,5000,4800,10,-0.5099908769910128,-0.9173632924615879,0.4440687989351097
iCANS,4,3,10000,9600,20,-0.6139764121111769,-0.9173632924615879,0.3307161762885934
iCANS,4,3,20000,19680,41,-0.72981410917235,-0.9173632924615879,0.2044437409153157
iCANS,4,3,50000,49920,104,-0.8863796535795618,-0.9173632924615879,0.03377466608554473
iCANS,4,3,100000,99576,207,-0.9135747536450824,-0.9173632924615879,0.00412981296247371
iCANS,4,4,5000,4800,10,-0.015162582658692678,-0.9173632924615879,0.983471561612187
iCANS,4,4,10000,9600,20,-0.3528410917243201,-0.9173632924615879,0.6153747434372142
iCANS,4,4,20000,19680,41,-0.6250208385809121,-0.9173632924615879,0.3186768603921623
iCANS,4,4,50000,49920,104,-0.8230804981556858,-0.9173632924615879,0.1027758523593311
iCANS,4,4,100000,99840,208,-0.8869118850407585,-0.9173632924615879,0.03319449085336547
iCANS,4,5,5000,4800,10,-0.06014800810821348,-0.9173632924615879,0.9344338185291712
iCANS,4,5,10000,9600,20,-0.1631143629575546,-0.9173632924615879,0.8221921846034792
iCANS,4,5,20000,19680,41,-0.3797596404807503,-0.9173632924615879,0.586031353552713
iCANS,4,5,50000,49920,104,-0.7159451676662331,-0.9173632924615879,0.21956200607818485
iCANS,4,5,100000,99840,208,-0.8577185502524769,-0.9173632924615879,0.0650175810382215
iCANS,4,6,5000,4800,10,-0.47404978329556013,-0.9173632924615879,0.48324749072580786
iCANS,4,6,10000,9600,20,-0.5758259218498764,-0.9173632924615879,0.3723032885861982
iCANS,4,6,20000,19680,41,-0.6839435928155249,-0.9173632924615879,0.25444630449483224
iCANS,4,6,50000,49920,104,-0.869236555938712,-0.9173632924615879,0.052462025588287955
iCANS,4,6,100000,99840,208,-0.9122869726603293,-0.9173632924615879,0.005533598131703218
iCANS,4,7,5000,4800,10,-0.161659883683809,-0.9173632924615879,0.8237776843566279
iCANS,4,7,10000,9600,20,-0.3580361132889777,-0.9173632924615879,0.6097117508067618
iCANS,4,7,20000,19680,41,-0.5912227016977669,-0.9173632924615879,0.3555195563675524
iCANS,4,7,50000,49920,104,-0.7276359452891211,-0.9173632924615879,0.2068181152783711
iCANS,4,7,100000,99840,208,-0.7683983110012454,-0.9173632924615879,0.16238384801796496
iCANS,4,8,5000,4800,10,-0.10911721851239443,-0.9173632924615879,0.8810534284409866
iCANS,4,8,10000,9600,20,-0.32749363531985043,-0.9173632924615879,0.6430055159051796
iCANS,4,8,20000,19680,41,-0.6508998830465,-0.9173632924615879,0.29046661405001145
iCANS,4,8,50000,49920,104,-0.8940883998350417,-0.9173632924615879,0.02537151073931892
iCANS,4,8,100000,99564,203,-0.9107302813823832,-0.9173632924615879,0.0072305172157108135
iCANS,4,9,5000,4800,10,-0.2514988398124202,-0.9173632924615879,0.7258459741313978
iCANS,4,9,10000,9600,20,-0.5147610495380912,-0.9173632924615879,0.43886892600987143
iCANS,4,9,20000,19680,41,-0.8097220919822172,-0.9173632924615879,0.11733759282054315
iCANS,4,9,50000,49920,104,-0.8918567942615792,-0.9173632924615879,0.027804140856308283
iCANS,4,9,100000,99840,208,-0.9119987693518,-0.9173632924615879,0.005847762989723595
iCANS,5,0,5000,4800,8,-0.008890063278830051,-0.509782396398741,0.9825610626384274
iCANS,5,0,10000,9600,16,-0.051617344362318976,-0.509782396398741,0.8987463185724739
iCANS,5,0,20000,19800,33,-0.13998801871729077,-0.509782396398741,0.725396522700256
iCANS,5,0,50000,49800,83,-0.2960775537349806,-0.509782396398741,0.4192079682888951
iCANS,5,0,100000,99600,166,-0.43698425389639467,-0.509782396398741,0.14280238591331265
iCANS,5,1,5000,4800,8,0.04571611001239697,-0.509782396398741,1.0896776945130895
iCANS,5,1,10000,9600,16,0.02011054206697624,-0.509782396398741,1.0394492673914268
iCANS,5,1,20000,19800,33,-0.04509449575580492,-0.509782396398741,0.9115416772443179
iCANS,5,1,50000,49800,83,-0.3024754035472839,-0.509782396398741,0.40665780991249834
iCANS,5,1,100000,99600,166,-0.4333255387525844,-0.509782396398741,0.14997939941879374
iCANS,5,2,5000,4800,8,-0.10864395502164866,-0.509782396398741,0.7868817052351301
iCANS,5,2,10000,9600,16,-0.22800435993707882,-0.509782396398741,0.5527417942483471
iCANS,5,2,20000,19800,33,-0.3511147060035785,-0.509782396398741,0.311245918878407
iCANS,5,2,50000,49800,83,-0.4251559980824172,-0.509782396398741,0.1660049442941745
iCANS,5,2,100000,99600,166,-0.47183985330552397,-0.509782396398741,0.07442890017633952
iCANS,5,3,5000,4800,8,0.06990581315301397,-0.509782396398741,1.1371287310955618
iCANS,5,3,10000,9600,16,0.012177239401174683,-0.509782396398741,1.02388713201397
iCANS,5,3,20000,19800,33,-0.06278186963310922,-0.509782396398741,0.8768457481532913
iCANS,5,3,50000,49800,83,-0.22078853909538787,-0.509782396398741,0.5668965020073158
iCANS,5,3,100000,99600,166,-0.3293532283609602,-0.509782396398741,0.35393369663681545
iCANS,5,4,5000,4800,8,-0.0019156616078025539,-0.509782396398741,0.996242197413376
iCANS,5,4,10000,9600,16,-0.023868518618507518,-0.509782396398741,0.9531790058128291
iCANS,5,4,20000,19800,33,-0.07656090547337094,-0.509782396398741,0.8498164981485814
iCANS,5,4,50000,49800,83,-0.25700753758255357,-0.509782396398741,0.49584854361756403
iCANS,5,4,100000,99600,166,-0.41064902782197443,-0.509782396398741,0.1944621259523182
iCANS,5,5,5000,4800,8,-0.12290807813346669,-0.509782396398741,0.7589008977129712
iCANS,5,5,10000,9600,16,-0.17118690253950705,-0.509782396398741,0.6641961280953917
iCANS,5,5,20000,19800,33,-0.2700886588374651,-0.509782396398741,0.47018833771928165
iCANS,5,5,50000,49800,83,-0.3887273794147322,-0.509782396398741,0.2374640980920066
iCANS,5,5,100000,99600,166,-0.42682192520767004,-0.509782396398741,0.16273702618436642
iCANS,5,6,5000,4800,8,0.05379866758640918,-0.509782396398741,1.105532611495531
iCANS,5,6,10000,9600,16,0.027694539346755663,-0.509782396398741,1.054326197888351
iCANS,5,6,20000,19800,33,-0.041576137924788946,-0.509782396398741,0.918443362857377
iCANS,5,6,50000,49800,83,-0.16402249753909778,-0.509782396398741,0.6782499774456651
iCANS,5,6,100000,99600,166,-0.2031644257794416,-0.509782396398741,0.6014683378346186
iCANS,5,7,5000,4800,8,-0.07924169150924501,-0.509782396398741,0.8445578111974196
iCANS,5,7,10000,9600,16,-0.10831248475315661,-0.509782396398741,0.7875319243694777
iCANS,5,7,20000,19800,33,-0.1551663868076165,-0.509782396398741,0.6956223127676447
iCANS,5,7,50000,49800,83,-0.27789509320173955,-0.509782396398741,0.45487506990261806
iCANS,5,7,100000,99600,166,-0.4261186468273962,-0.509782396398741,0.16411659202508985
iCANS,5,8,5000,4800,8,0.06688552151130797,-0.509782396398741,1.1312040627212863
iCANS,5,8,10000,9600,16,0.04712328925061063,-0.509782396398741,1.092438047259976
iCANS,5,8,20000,19800,33,-0.006604732920736947,-0.509782396398741,0.9870440153143875
iCANS,5,8,50000,49800,83,-0.26674101411002527,-0.509782396398741,0.4767551488745679
iCANS,5,8,100000,99600,166,-0.4651778172221367,-0.509782396398741,0.08749729196556164
iCANS,5,9,5000,4800,8,-0.03289315685738731,-0.509782396398741,0.9354760833450613
iCANS,5,9,10000,9600,16,-0.06315295779374502,-0.509782396398741,0.8761178137184084
iCANS,5,9,20000,19800,33,-0.12397224540343962,-0.509782396398741,0.7568134045443359
iCANS,5,9,50000,49800,83,-0.28611096958274507,-0.509782396398741,0.4387586319105552
iCANS,5,9,100000,99600,166,-0.400696249491186,-0.509782396398741,0.213985707780757
iCANS,6,0,5000,4320,6,0.013453638583690555,-0.6884943015589988,1.0195406680247414
iCANS,6,0,10000,9360,13,0.003369889643687379,-0.6884943015589988,1.0048945788455426
iCANS,6,0,20000,19440,27,-0.019255067209154025,-0.6884943015589988,0.9720330768670798
iCANS,6,0,50000,49680,69,-0.07978713329892756,-0.6884943015589988,0.8841135894396501
iCANS,6,0,100000,99360,138,-0.22090993890371985,-0.6884943015589988,0.6791404977448611
iCANS,6,1,5000,4320,6,0.09157217787667415,-0.6884943015589988,1.1330035378206063
iCANS,6,1,10000,9360,13,0.06240232217136943,-0.6884943015589988,1.090635931234388
iCANS,6,1,20000,19440,27,-0.005167442658832296,-0.6884943015589988,0.9924945745416754
iCANS,6,1,50000,49680,69,-0.16371953427541475,-0.6884943015589988,0.7622064062045324
iCANS,6,1,100000,99360,138,-0.3465275303353128,-0.6884943015589988,0.49668787446657175
iCANS,6,2,5000,4320,6,-0.06282572720832219,-0.6884943015589988,0.9087490963017965
iCANS,6,2,10000,9360,13,-0.07198004688460395,-0.6884943015589988,0.8954529518666818
iCANS,6,2,20000,19440,27,-0.08948131295835436,-0.6884943015589988,0.8700333281542978
iCANS,6,2,50000,49680,69,-0.1386838910969167,-0.6884943015589988,0.7985692971127191
iCANS,6,2,100000,99360,138,-0.298146087910566,-0.6884943015589988,0.5669592511725137
iCANS,6,3,5000,4320,6,-0.04222817225142704,-0.6884943015589988,0.9386659088451317
iCANS,6,3,10000,9360,13,-0.06321685218432167,-0.6884943015589988,0.9081810088461502
iCANS,6,3,20000,19440,27,-0.09740158895667175,-0.6884943015589988,0.8585295640993404
iCANS,6,3,50000,49680,69,-0.18559522750737725,-0.6884943015589988,0.7304331683107285
iCANS,6,3,100000,99360,138,-0.25127682084767144,-0.6884943015589988,0.6350342765674454
iCANS,6,4,5000,4320,6,-0.12584735936003527,-0.6884943015589988,0.8172136514782016
iCANS,6,4,10000,9360,13,-0.16648441901928415,-0.6884943015589988,0.7581905636077111
iCANS,6,4,20000,19440,27,-0.2640814402364363,-0.6884943015589988,0.6164362731275177
iCANS,6,4,50000,49680,69,-0.45693419417128467,-0.6884943015589988,0.3363282845818458
iCANS,6,4,100000,99360,138,-0.5734477247919249,-0.6884943015589988,0.16709880750874354
iCANS,6,5,5000,4320,6,0.000230708528603428,-0.6884943015589988,1.0003350914133653
iCANS,6,5,10000,9360,13,-0.011763813896863373,-0.6884943015589988,0.9829137091327758
iCANS,6,5,20000,19440,27,-0.034916479266759864,-0.6884943015589988,0.9492857396383726
iCANS,6,5,50000,49680,69,-0.10359798663938855,-0.6884943015589988,0.8495296382195097
iCANS,6,5,100000,99360,138,-0.25806004171091756,-0.6884943015589988,0.6251820223833708
iCANS,6,6,5000,4320,6,-0.031623750630445896,-0.6884943015589988,0.9540682463764213
iCANS,6,6,10000,9360,13,-0.057468847737211975,-0.6884943015589988,0.9165296682818118
iCANS,6,6,20000,19440,27,-0.12222124150427395,-0.6884943015589988,0.8224803876698455
iCANS,6,6,50000,49680,69,-0.3033238224156501,-0.6884943015589988,0.559438877375142
iCANS,6,6,100000,99360,138,-0.5048561658925069,-0.6884943015589988,0.2667242637312598
iCANS,6,7,5000,4320,6,0.01795207015072986,-0.6884943015589988,1.0260743917706798
iCANS,6,7,10000,9360,13,-0.009774874467775009,-0.6884943015589988,0.9858025339561399
iCANS,6,7,20000,19440,27,-0.060179790839028656,-0.6884943015589988,0.9125921729449903
iCANS,6,7,50000,49680,69,-0.33611018846764895,-0.6884943015589988,0.5118184889743103
iCANS,6,7,100000,99360,138,-0.6108988629550711,-0.6884943015589988,0.11270309489595441
iCANS,6,8,5000,4320,6,0.003786154824475271,-0.6884943015589988,1.0054991810620684
iCANS,6,8,10000,9360,13,-0.011035895964337258,-0.6884943015589988,0.9839709697823961
iCANS,6,8,20000,19440,27,-0.04656513260954414,-0.6884943015589988,0.9323667131244168
iCANS,6,8,50000,49680,69,-0.21221067580425118,-0.6884943015589988,0.6917756976002127
iCANS,6,8,100000,99360,138,-0.5806451950277424,-0.6884943015589988,0.15664487895839846
iCANS,6,9,5000,4320,6,-0.08083746269008786,-0.6884943015589988,0.8825880439285514
iCANS,6,9,10000,9360,13,-0.08970068865875289,-0.6884943015589988,0.8697146970488524
iCANS,6,9,20000,19440,27,-0.12041751104805831,-0.6884943015589988,0.8251002066750738
iCANS,6,9,50000,49680,69,-0.189670156201689,-0.6884943015589988,0.7245145591296724
iCANS,6,9,100000,99360,138,-0.4066657914447569,-0.6884943015589988,0.40934036705326504
iCANS,7,0,5000,4200,5,-0.007561688411092286,-0.5499388054378248,0.986249945746105
iCANS,7,0,10000,9240,11,-0.019818260509273607,-0.5499388054378248,0.9639627894716475
iCANS,7,0,20000,19320,23,-0.04529249882247476,-0.5499388054378248,0.9176408386267343
iCANS,7,0,50000,49560,59,-0.10300717443959242,-0.5499388054378248,0.8126933880259916
iCANS,7,0,100000,99960,119,-0.25912053394418033,-0.5499388054378248,0.5288193315656535
iCANS,7,1,5000,4200,5,-0.016214251095776358,-0.5499388054378248,0.970516263017905
iCANS,7,1,10000,9240,11,-0.028396489829046127,-0.5499388054378248,0.948364273355035
iCANS,7,1,20000,19320,23,-0.055761271411132844,-0.5499388054378248,0.8986045886201113
iCANS,7,1,50000,49560,59,-0.10907006549201227,-0.5499388054378248,0.8016687231133327
iCANS,7,1,100000,99960,119,-0.16697580496180692,-0.5499388054378248,0.6963738450337728
iCANS,7,2,5000,4200,5,-0.062144628642598246,-0.5499388054378248,0.8869971930911063
iCANS,7,2,10000,9240,11,-0.08636015482397419,-0.5499388054378248,0.8429640644194585
iCANS,7,2,20000,19320,23,-0.13005459019747273,-0.5499388054378248,0.7635107962713562
iCANS,7,2,50000,49560,59,-0.20212430366408066,-0.5499388054378248,0.6324603725624296
iCANS,7,2,100000,99960,119,-0.2489956000206394,-0.5499388054378248,0.547230350798021
iCANS,7,3,5000,4200,5,0.08671441829303266,-0.5499388054378248,1.157680122652913
